GeneID	FB.rpkm.mean	MB.rpkm.mean
ENSMUSG00000000702	0	0
ENSMUSG00000078423	0	0
ENSMUSG00000078424	0	0
ENSMUSG00000071964	0	0
ENSMUSG00000091539	0.0176026582590621	0
ENSMUSG00000063889	1.90981763685674	1.70176156968254
ENSMUSG00000091488	0.873698087721235	0.914031511675685
ENSMUSG00000024231	13.921922987473	13.7521076579594
ENSMUSG00000024232	0.64076340987066	0.638154341875783
ENSMUSG00000088480	0	0
ENSMUSG00000084719	0.0268798456678562	0
ENSMUSG00000024233	0.023690777702448	0.0237382715739881
ENSMUSG00000073647	97.180053927051	85.5797255903335
ENSMUSG00000024235	0.0909713980392212	0.0639434024075539
ENSMUSG00000090484	0.107569458909851	0.049606748274557
ENSMUSG00000024234	13.3797158423189	11.620009247067
ENSMUSG00000092883	0.141143647438528	0
ENSMUSG00000033960	0.997294621725012	0.926540221912274
ENSMUSG00000073646	0.021130184580908	0.00514146895842138
ENSMUSG00000024236	0.749872115288568	0.678634555564161
ENSMUSG00000085461	0.504378981233503	0.115016318313236
ENSMUSG00000050945	1.69974959738532	1.8000625156224
ENSMUSG00000063087	0.949413743116124	1.16664989585151
ENSMUSG00000024238	14.338157834653	14.0563672947001
ENSMUSG00000090078	1.57665123371308	2.84127533452902
ENSMUSG00000080543	3.14407767758881	1.30858332808079
ENSMUSG00000041225	21.9476568152964	23.2795189774925
ENSMUSG00000006740	31.1437858711836	26.1543058262758
ENSMUSG00000091165	1.57771605594898	1.26007454354333
ENSMUSG00000073640	3.06612652711378	2.55563015392842
ENSMUSG00000024240	68.0706490616278	57.5608861345773
ENSMUSG00000084514	0	0
ENSMUSG00000039540	0.0329492194252137	0.00676636716697908
ENSMUSG00000073639	36.1725489152071	40.638158272825
ENSMUSG00000061013	0.191640376600116	0.188881002717163
ENSMUSG00000061802	0.174043370851589	0.158364736092606
ENSMUSG00000057440	5.50590127706804	6.29206652642436
ENSMUSG00000062196	0.669917780002647	1.09283778759713
ENSMUSG00000064822	0	0.0816046946680134
ENSMUSG00000024283	50.3118771713823	44.6377186003749
ENSMUSG00000091019	0.46231198487281	0.484919073763565
ENSMUSG00000092097	0.640419427821486	0.617874471716542
ENSMUSG00000093342	0.224281399955086	0.896892123085448
ENSMUSG00000036904	0.844108646518254	1.72422182564769
ENSMUSG00000036855	0.0735133396910493	0.122422302863446
ENSMUSG00000024286	24.5160454116929	21.9591745548291
ENSMUSG00000088996	0.0795333251439326	0
ENSMUSG00000050996	0	0
ENSMUSG00000036103	0.105815241526895	0.231638952155819
ENSMUSG00000091285	0.122111990237244	0
ENSMUSG00000089054	0	0
ENSMUSG00000092816	0.106608499661016	0
ENSMUSG00000092039	0	0
ENSMUSG00000024287	17.8210056334127	16.4832858339148
ENSMUSG00000047879	14.3482537543833	16.7652567122248
ENSMUSG00000024290	22.3170251747125	18.3232457216533
ENSMUSG00000065941	1.94278209140227	1.58458376337799
ENSMUSG00000042942	2.25674368908192	2.31644395407914
ENSMUSG00000071868	0.83624461740535	1.19108037527862
ENSMUSG00000084693	1.01333920991252	1.67500326629846
ENSMUSG00000024293	9.35593023318946	8.20365862153041
ENSMUSG00000002477	60.1222363126457	55.305250539357
ENSMUSG00000002475	0.289709833865702	0.410240690621845
ENSMUSG00000084832	0.0996013500487941	0.207150038285596
ENSMUSG00000024294	20.5212629863182	20.3441681560871
ENSMUSG00000087816	2.21887077501223	0.674561536827701
ENSMUSG00000065399	3.54854407498928	4.35657028694812
ENSMUSG00000080662	15.34043314624	15.8071882309108
ENSMUSG00000087274	0.0221426087223103	0.0146232362268888
ENSMUSG00000005836	0.017682239733469	0.0380654871225436
ENSMUSG00000041238	4.16774332048765	3.68155304522157
ENSMUSG00000087420	0.541487762365625	0.500487215164421
ENSMUSG00000040957	4.02805997563155	3.16625931172058
ENSMUSG00000084565	0	0
ENSMUSG00000049411	1.76965968194098	2.36994612239788
ENSMUSG00000024404	28.0019070494252	29.3747661692746
ENSMUSG00000084748	0.52096802514238	0.462263756886585
ENSMUSG00000024410	6.6380424627148	7.21931946373522
ENSMUSG00000024413	7.86220822969242	7.9350520440841
ENSMUSG00000086935	1.68601505846034	1.47034869802132
ENSMUSG00000057766	2.90607931224002	5.14621429087989
ENSMUSG00000082051	0.185217822966948	0.178121318121804
ENSMUSG00000024421	1.28981581909309	1.4550808198076
ENSMUSG00000090309	0.0904022383283551	0.117280914914491
ENSMUSG00000088342	1.21390968383206	0.164675361449775
ENSMUSG00000024424	3.09555823225103	3.48311979793448
ENSMUSG00000087950	1.21403065583169	1.35122270973102
ENSMUSG00000024430	3.95258881905037	4.17011687179226
ENSMUSG00000083332	1.29539735620207	1.7068783640173
ENSMUSG00000044252	5.30623957864655	6.60931484730051
ENSMUSG00000080866	0.0782906169385587	0.0805553268438968
ENSMUSG00000089129	19.6742796587337	17.5786526317035
ENSMUSG00000024423	20.3961453174132	22.3175861956717
ENSMUSG00000037346	0.0750731474110038	0.0417690520351937
ENSMUSG00000065150	0.0936560651227618	0
ENSMUSG00000024420	24.4412040376907	25.6366435029813
ENSMUSG00000055795	0.306601170909188	0.19998897136582
ENSMUSG00000053740	0.438041611893552	0.413627887890744
ENSMUSG00000037013	6.31823148817255	5.54874366472336
ENSMUSG00000065369	1.28701774252975	1.21436978182345
ENSMUSG00000036743	0.104503200334146	0.0117373335777872
ENSMUSG00000054321	0.651742881411545	0.872547888322768
ENSMUSG00000036225	9.92055183078709	10.3283153671793
ENSMUSG00000071867	0.968282994836466	0.609563355282466
ENSMUSG00000024411	0.109449630344184	0.134736370062193
ENSMUSG00000047161	0.0670145204498384	0.0569124774874791
ENSMUSG00000058064	7.97291639930652	7.49090352952751
ENSMUSG00000089454	0	0
ENSMUSG00000043223	0.194771970875189	0.057485032591474
ENSMUSG00000088818	0	0
ENSMUSG00000080671	0	0
ENSMUSG00000084643	0	0
ENSMUSG00000063628	0.477651633475785	0.669226069637806
ENSMUSG00000024304	47.056802436424	41.1180640224302
ENSMUSG00000085575	14.5446447288754	8.37658206094046
ENSMUSG00000086095	1.72716191150523	1.55710675750567
ENSMUSG00000082608	0	0.0450300115489059
ENSMUSG00000087170	0.0326506271391759	0.00834726154080676
ENSMUSG00000077305	0.0598083733213562	0
ENSMUSG00000088350	0	0
ENSMUSG00000093274	0.176200866335761	0
ENSMUSG00000087960	0.0261787492652401	0
ENSMUSG00000088417	0	0
ENSMUSG00000059898	0.0214984786682031	0.0114069292891961
ENSMUSG00000024331	0.136589061850974	0.301324463501283
ENSMUSG00000044322	0.109926742320358	0.0871431257809379
ENSMUSG00000034774	0.0901090155072635	0.0147377038294476
ENSMUSG00000069441	0.0320884797523455	0.013667101286271
ENSMUSG00000061928	0.0564310832176644	0.0151948885888479
ENSMUSG00000001804	0.0720831943198358	0.00799465674824599
ENSMUSG00000056632	0.0604945056458833	0.0158329080575432
ENSMUSG00000044393	0.146356961733232	0.0763049558811122
ENSMUSG00000085595	0.147658462085648	0.0264776820182152
ENSMUSG00000061808	39.8450161632485	2.8837815065493
ENSMUSG00000091449	5.30065327372997	4.20718805466213
ENSMUSG00000056124	21.102603464648	19.7449860598658
ENSMUSG00000033382	16.0818669358918	13.223204638788
ENSMUSG00000088549	1.72039328268335	0.936958901026914
ENSMUSG00000033107	0.070040116497258	0.204960314231185
ENSMUSG00000024317	6.99272758116938	5.31393607333318
ENSMUSG00000024313	0.120736167923424	0.0617806981168219
ENSMUSG00000062962	0.0586634469643078	0
ENSMUSG00000042680	4.12923710017531	4.81338500085555
ENSMUSG00000077588	0	0
ENSMUSG00000070226	0.0936560651227618	0
ENSMUSG00000042514	1.26063272057769	2.49292797756992
ENSMUSG00000043168	0.580449070402265	1.09657679252454
ENSMUSG00000024306	0.112390751440256	0.0470113561132492
ENSMUSG00000045215	17.6181648054773	18.9131682636568
ENSMUSG00000080651	13.7689710483363	7.92600960521085
ENSMUSG00000041923	16.6866202381777	10.3951027797728
ENSMUSG00000092708	1.96110179968754	1.08059819699972
ENSMUSG00000077680	0	0
ENSMUSG00000024302	11.3461777070558	16.8926963946106
ENSMUSG00000086287	0.125372974215991	0
ENSMUSG00000024277	45.0737583389958	64.1247303642571
ENSMUSG00000089290	16.4880249538244	15.165160108665
ENSMUSG00000091818	4.23707469277077	4.50014101034217
ENSMUSG00000024276	15.0408574537105	12.2366233448228
ENSMUSG00000024274	8.76329798487539	6.48047963879378
ENSMUSG00000063281	5.20552301335002	4.65520151407245
ENSMUSG00000051469	13.9320029526646	11.2976753043358
ENSMUSG00000047989	6.93988109288226	6.28564442072864
ENSMUSG00000000420	13.2143527884253	13.1212319939599
ENSMUSG00000091363	0.367850405173565	0.389302247754266
ENSMUSG00000065532	0	0
ENSMUSG00000024273	15.4481622101736	15.5633053004102
ENSMUSG00000040446	13.6165854718949	12.9529627467165
ENSMUSG00000080588	0.257027720058721	0.0687132225710092
ENSMUSG00000024270	61.8786039766434	80.1344544878228
ENSMUSG00000024271	21.9765639806125	20.9812636914927
ENSMUSG00000039616	0.115696714960647	0.113326763977924
ENSMUSG00000084472	0.274099169681808	0.152724515673996
ENSMUSG00000054745	0.109455207067731	0.0551650558594484
ENSMUSG00000034295	7.8477518736423	8.48914287484662
ENSMUSG00000088920	0.250553708200645	0.140272812118658
ENSMUSG00000024269	13.5316346387206	13.9738695250331
ENSMUSG00000033632	10.2872137633711	10.3206367672508
ENSMUSG00000089908	2.01172412245495	1.34040110921776
ENSMUSG00000024268	336.533533135548	299.823765258866
ENSMUSG00000084537	13.0395065554547	9.57795877762198
ENSMUSG00000087121	0.108723757805234	0.159601617869223
ENSMUSG00000088098	0.0593518208532543	0
ENSMUSG00000087879	0	0
ENSMUSG00000046636	3.25033956870358	3.33467991975955
ENSMUSG00000087940	0	0
ENSMUSG00000033628	11.20503481431	11.6834466535159
ENSMUSG00000091785	0.245834204375226	0.128363213793046
ENSMUSG00000088126	0	0
ENSMUSG00000055771	0.0414671388361403	0.291423690628777
ENSMUSG00000080555	0.0836031024922184	0
ENSMUSG00000057455	13.1481549769207	24.3026224791045
ENSMUSG00000076996	0	0.0912844443254269
ENSMUSG00000024261	44.7217553129818	130.419583595303
ENSMUSG00000085520	0.242037944991608	0.581295923505213
ENSMUSG00000077169	0	0
ENSMUSG00000024259	28.6546773065291	28.9327356949487
ENSMUSG00000092124	0.17315336537324	0.145380686571811
ENSMUSG00000024260	37.1129282403141	37.3335629419101
ENSMUSG00000041915	9.66010171757469	8.89663938600242
ENSMUSG00000086768	0.174057980034296	0.118313199831333
ENSMUSG00000024258	20.7603899904619	20.7628810895344
ENSMUSG00000024400	14.3819528508334	13.5194916856345
ENSMUSG00000091561	5.64704275044939	4.92645750955935
ENSMUSG00000090447	6.93706118040822	5.86615400414835
ENSMUSG00000044982	4.43366152274549	4.089984648772
ENSMUSG00000024395	0.443981409671346	0.429329106023242
ENSMUSG00000052229	0.0462419747779462	0.0234012471315174
ENSMUSG00000024388	0.0497644705587668	0.0283699212695491
ENSMUSG00000084824	0	0
ENSMUSG00000085300	0.11837588049907	0.0555801243750302
ENSMUSG00000024384	21.7755008389847	20.7215566235033
ENSMUSG00000024386	0.059429040794844	0.102995082080093
ENSMUSG00000090784	0.197369626125482	0.0643482249180063
ENSMUSG00000024383	12.2720342129776	12.5091219226749
ENSMUSG00000024382	9.54589569405294	8.93117461028385
ENSMUSG00000089529	0.130145441144617	0
ENSMUSG00000085670	1.03814654302588	1.15227096335955
ENSMUSG00000024381	40.5469000277552	45.4494782133276
ENSMUSG00000090523	0.0592374145643601	0.140244159632061
ENSMUSG00000024380	0	0
ENSMUSG00000087715	0	0
ENSMUSG00000085056	0.0268364254527227	0.0770439249121914
ENSMUSG00000024379	0.09434821164259	0.121395824157222
ENSMUSG00000093130	0.0936560651227618	0
ENSMUSG00000038299	7.44037886763313	7.63852874768373
ENSMUSG00000087447	0.0830669832408703	0.0262630475714742
ENSMUSG00000038128	11.6793586528028	13.594809523675
ENSMUSG00000088077	2.8804484820261	2.80632327569851
ENSMUSG00000024378	5.23852361560514	9.14244877455143
ENSMUSG00000042834	638.161528328424	532.550500074981
ENSMUSG00000073610	0.123633273191322	0.0446279505590976
ENSMUSG00000087590	12.2939278627272	10.2915473392348
ENSMUSG00000092819	2.45474315306736	1.27516625255915
ENSMUSG00000024376	11.3872480691544	35.361319864805
ENSMUSG00000088501	0	0
ENSMUSG00000077263	0.318133300575731	0.646124963289139
